,protocol,use_case,testbed,transmitters,project_name,center_freq,rec_length,decimation,sdr,hw_sample_rate,effective_sample_rate,signal_type,date_recorded,time_recorded,author,sample_rate,packet_per_block,samples_per_packet
328,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,120911,,,500,65504.0
329,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,121051,,,500,65504.0
330,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,133037,,,500,65504.0
331,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,133243,,,500,65504.0
332,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,133544,,,500,65504.0
333,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,133751,,,500,65504.0
334,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,134004,,,500,65504.0
335,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,134220,,,500,65504.0
336,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,134453,,,500,65504.0
337,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,134719,,,500,65504.0
338,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,134924,,,500,65504.0
339,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,135127,,,500,65504.0
340,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,135333,,,500,65504.0
341,5G40,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,135542,,,500,65504.0
342,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,135804,,,500,65504.0
343,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,135933,,,500,65504.0
344,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,140105,,,500,65504.0
345,5G40,download,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,140246,,,500,65504.0
346,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,140442,,,500,65504.0
347,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,140606,,,500,65504.0
348,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,140729,,,500,65504.0
349,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,140907,,,500,65504.0
350,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,141037,,,500,65504.0
351,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,141207,,,500,65504.0
352,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,141335,,,500,65504.0
353,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,141503,,,500,65504.0
354,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,141630,,,500,65504.0
355,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-20,141754,,,500,65504.0
356,5G40,ambient,ENCQOR,basestation,ENCQOR,3450,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,153225,,,500,65504.0
357,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161019,,,500,65504.0
358,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161108,,,500,65504.0
359,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161200,,,500,65504.0
360,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161249,,,500,65504.0
361,5G40,download,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161447,,,500,65504.0
362,5G40,download,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161556,,,500,65504.0
363,5G40,download,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161654,,,500,65504.0
364,5G40,download,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161755,,,500,65504.0
365,5G40,upload,ENCQOR,UE,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,161923,,,500,65504.0
366,5G40,upload,ENCQOR,UE,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,162013,,,500,65504.0
367,5G40,upload,ENCQOR,UE,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,162058,,,500,65504.0
368,5G40,upload,ENCQOR,UE,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,162156,,,500,65504.0
369,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,162837,,,500,65504.0
370,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,162959,,,500,65504.0
371,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,163139,,,500,65504.0
372,5G40,ambient,ENCQOR,basestation,ENCQOR,3440,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-10,163332,,,500,65504.0
373,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,132351,,,500,65504.0
374,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,132616,,,500,65504.0
375,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,133246,,,500,65504.0
376,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,133507,,,500,65504.0
377,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,133648,,,500,65504.0
378,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,133822,,,500,65504.0
379,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,134000,,,500,65504.0
380,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,134136,,,500,65504.0
381,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,134312,,,500,65504.0
382,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,134443,,,500,65504.0
383,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,134620,,,500,65504.0
384,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,134755,,,500,65504.0
385,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,134930,,,500,65504.0
386,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,135105,,,500,65504.0
387,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,135241,,,500,65504.0
388,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,135412,,,500,65504.0
389,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,135547,,,500,65504.0
390,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,135741,,,500,65504.0
391,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,135917,,,500,65504.0
392,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,140051,,,500,65504.0
393,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,140221,,,500,65504.0
394,5G60,download,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,140356,,,500,65504.0
395,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,141300,,,500,65504.0
396,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,141444,,,500,65504.0
397,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,141654,,,500,65504.0
398,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,141859,,,500,65504.0
399,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,142033,,,500,65504.0
400,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,142217,,,500,65504.0
401,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,142349,,,500,65504.0
402,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,142517,,,500,65504.0
403,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,142655,,,500,65504.0
404,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,142839,,,500,65504.0
405,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,143016,,,500,65504.0
406,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,143140,,,500,65504.0
407,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,143332,,,500,65504.0
408,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,143522,,,500,65504.0
409,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,144039,,,500,65504.0
410,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,144214,,,500,65504.0
411,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,144352,,,500,65504.0
412,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,144518,,,500,65504.0
413,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,144643,,,500,65504.0
414,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,144808,,,500,65504.0
415,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,144937,,,500,65504.0
416,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,145146,,,500,65504.0
417,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,145400,,,500,65504.0
418,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,145613,,,500,65504.0
419,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,145821,,,500,65504.0
420,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,150052,,,500,65504.0
421,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,150230,,,500,65504.0
422,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,150401,,,500,65504.0
423,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,150533,,,500,65504.0
424,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,150703,,,500,65504.0
425,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,150851,,,500,65504.0
426,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,151020,,,500,65504.0
427,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,151153,,,500,65504.0
428,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,151323,,,500,65504.0
429,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,151526,,,500,65504.0
430,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,151719,,,500,65504.0
431,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,151903,,,500,65504.0
432,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,152032,,,500,65504.0
433,5G60,upload,ENCQOR,UE,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,152206,,,500,65504.0
434,5G60,4K-Video,ENCQOR,"basestation,UE",ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,152433,,,500,65504.0
435,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,155157,,,500,65504.0
436,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,155331,,,500,65504.0
437,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,155529,,,500,65504.0
438,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,155656,,,500,65504.0
439,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,155824,,,500,65504.0
440,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,155957,,,500,65504.0
441,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,160126,,,500,65504.0
442,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,160257,,,500,65504.0
443,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,160424,,,500,65504.0
444,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,160600,,,500,65504.0
445,5G60,ambient,ENCQOR,basestation,ENCQOR,3440,32752000,1,ThinkRF R5550-427,125000000.0,125000000.0,Recorded,2021-12-10,160727,,,500,65504.0
446,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,121516,,,500,65504.0
447,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122008,,,500,65504.0
448,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122235,,,500,65504.0
449,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122330,,,500,65504.0
450,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122421,,,500,65504.0
451,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122539,,,500,65504.0
452,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122634,,,500,65504.0
453,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122739,,,500,65504.0
454,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,8,ThinkRF R5550-427,125000000.0,15625000.0,Recorded,2021-12-20,122854,,,500,65504.0
455,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123014,,,500,65504.0
456,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123109,,,500,65504.0
457,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123211,,,500,65504.0
458,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123305,,,500,65504.0
459,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123422,,,500,65504.0
460,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123519,,,500,65504.0
461,LTE,download,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123612,,,500,65504.0
462,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,123924,,,500,65504.0
463,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124009,,,500,65504.0
464,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124106,,,500,65504.0
465,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124214,,,500,65504.0
466,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124306,,,500,65504.0
467,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124421,,,500,65504.0
468,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124529,,,500,65504.0
469,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124640,,,500,65504.0
470,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124733,,,500,65504.0
471,LTE,upload,ENCQOR,UE,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,124839,,,500,65504.0
472,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,125117,,,500,65504.0
473,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,125205,,,500,65504.0
474,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,125533,,,500,65504.0
475,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,125836,,,500,65504.0
476,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,125925,,,500,65504.0
477,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130016,,,500,65504.0
478,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130102,,,500,65504.0
479,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130153,,,500,65504.0
480,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130239,,,500,65504.0
481,LTE,ambient,ENCQOR,basestation,ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130404,,,500,65504.0
482,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130553,,,500,65504.0
483,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130645,,,500,65504.0
484,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130740,,,500,65504.0
485,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130842,,,500,65504.0
486,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,130947,,,500,65504.0
487,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,131048,,,500,65504.0
488,LTE,videocall,ENCQOR,"basestation,UE",ENCQOR,2302.5,32817504,4,ThinkRF R5550-427,125000000.0,31250000.0,Recorded,2021-12-20,131212,,,500,65504.0
